Region,Country,State,City,Month,Day,Year,AvgTemperature
Asia,Uzbekistan,,Tashkent,11,1,2010,66.2
North America,Canada,,Toronto,5,3,2010,69.1
Africa,Madagascar,,Antananarivo,7,30,2010,57.5
Europe,Latvia,,Riga,4,11,2010,45.1
North America,US,Florida,Orlando,6,1,2010,80.0
North America,US,Virginia,Norfolk,7,3,2010,72.7
Asia,Myanmar (Burma),,Rangoon,4,12,2010,89.7
North America,US,Utah,Salt Lake City,5,23,2010,47.3
Asia,Kazakhstan,,Almaty,5,26,2010,62.6
Africa,Namibia,,Windhoek,12,31,2010,64.5
Asia,Tajikistan,,Dusanbe,11,1,2010,60.8
Europe,Croatia,,Zagreb,3,14,2010,42.4
North America,US,Maryland,Washington DC,12,1,2010,56.3
Asia,Indonesia,,Jakarta,4,23,2010,86.2
Asia,Pakistan,,Karachi,6,16,2010,87.9
Africa,Togo,,Lome,11,25,2010,83.6
North America,US,Nebraska,Omaha,2,14,2010,18.2
Europe,France,,Paris,11,16,2010,43.9
North America,US,Indiana,Fort Wayne,4,24,2010,56.7
North America,US,Colorado,Denver,7,24,2010,73.0
North America,US,Kansas,Goodland,2,8,2010,24.0
Africa,Congo,,Brazzaville,1,1,2010,79.3
South/Central America & Carribean,Haiti,,Port au Prince,1,20,2010,83.4
Europe,Spain,,Madrid,1,2,2010,42.0
Europe,United Kingdom,,London,3,17,2010,47.8
Asia,India,,Chennai (Madras),4,7,2010,87.0
Europe,Albania,,Tirana,6,22,2010,63.9
North America,US,South Dakota,Sioux Falls,2,28,2010,15.4
North America,US,Maine,Portland,2,10,2010,29.7
North America,US,Missouri,Kansas City,4,16,2010,62.0
North America,US,Oregon,Medford,9,8,2010,61.5
South/Central America & Carribean,Panama,,Panama City,12,15,2010,77.5
North America,US,Virginia,Norfolk,2,21,2010,40.8
South/Central America & Carribean,Brazil,,Rio de Janeiro,5,9,2010,73.1
South/Central America & Carribean,Bahamas,,Nassau,4,8,2010,76.1
Europe,Croatia,,Zagreb,3,12,2010,34.3
North America,US,Louisiana,Lake Charles,4,6,2010,71.2
Middle East,United Arab Emirates,,Abu Dhabi,9,14,2010,93.3
North America,US,Oregon,Medford,8,2,2010,74.5
South/Central America & Carribean,Haiti,,Port au Prince,3,7,2010,74.4
North America,US,New Hampshire,Concord,6,9,2010,55.3
North America,US,District of Columbia,Washington,4,25,2010,60.7
North America,US,Mississippi,Tupelo,7,17,2010,76.4
North America,US,Pennsylvania,Wilkes Barre,10,24,2010,54.6
North America,US,New Hampshire,Concord,6,2,2010,68.6
North America,US,Oregon,Salem,9,26,2010,64.1
North America,US,Texas,Wichita Falls,3,16,2010,52.4
South/Central America & Carribean,Bahamas,,Nassau,6,13,2010,87.8
North America,US,New Jersey,Newark,9,14,2010,67.9
North America,US,Arkansas,Little Rock,2,7,2010,36.9
North America,US,Texas,El Paso,12,23,2010,51.8
North America,US,Maine,Caribou,7,3,2010,65.1
North America,US,Indiana,Evansville,7,5,2010,81.5
North America,Mexico,,Monterrey,9,24,2010,80.1
North America,US,Colorado,Colorado Springs,6,30,2010,71.2
North America,US,New York,Rochester,2,4,2010,24.9
Africa,Ivory Coast,,Abidjan,12,22,2010,82.0
North America,US,South Carolina,Charleston,2,20,2010,47.5
North America,US,Virginia,Norfolk,6,1,2010,78.1
North America,US,South Carolina,Columbia,10,2,2010,68.3
South/Central America & Carribean,Dominican Republic,,Santo Domingo,4,11,2010,77.4
Asia,Myanmar (Burma),,Rangoon,2,25,2010,78.3
Europe,Spain,,Madrid,10,7,2010,66.7
North America,US,North Carolina,Asheville,12,11,2010,34.9
North America,US,Texas,Waco,4,16,2010,68.5
North America,US,Indiana,South Bend,2,22,2010,32.4
Asia,Taiwan,,Taipei,7,19,2010,87.1
North America,US,Arkansas,Fort Smith,1,5,2010,20.8
South/Central America & Carribean,Honduras,,Tegucigalpa,10,14,2010,70.2
Middle East,Turkey,,Istanbul,10,31,2010,54.9
North America,US,Minnesota,Minneapolis St. Paul,7,14,2010,80.6
Europe,Switzerland,,Geneva,2,6,2010,34.9
North America,US,Texas,Dallas Ft Worth,7,8,2010,81.5
South/Central America & Carribean,Bahamas,,Nassau,9,2,2010,86.9
Asia,Pakistan,,Islamabad,11,5,2010,66.8
South/Central America & Carribean,Brazil,,Brasilia,2,23,2010,75.3
North America,US,Texas,Austin,11,22,2010,74.6
Africa,Algeria,,Algiers,8,30,2010,75.5
North America,US,Michigan,Grand Rapids,2,21,2010,35.2
Europe,Switzerland,,Bern,7,10,2010,77.7
North America,US,Minnesota,Minneapolis St. Paul,5,25,2010,82.0
Australia/South Pacific,Australia,,Brisbane,4,24,2010,70.3
Africa,Gabon,,Libreville,2,4,2010,84.4
Africa,Malawi,,Lilongwe,1,11,2010,-99.0
South/Central America & Carribean,Brazil,,Rio de Janeiro,7,28,2010,73.2
North America,US,Ohio,Toledo,4,30,2010,66.2
Asia,Indonesia,,Jakarta,2,14,2010,80.9
North America,US,California,Los Angeles,8,10,2010,63.2
North America,US,Montana,Helena,3,4,2010,41.0
Europe,Iceland,,Reykjavik,3,10,2010,40.8
South/Central America & Carribean,Suriname,,Paramaribo,12,11,2010,80.5
North America,US,Ohio,Cleveland,2,1,2010,23.1
North America,US,New Hampshire,Concord,11,21,2010,32.5
North America,US,Wisconsin,Milwaukee,6,13,2010,64.1
Europe,Spain,,Bilbao,1,9,2010,35.9
Asia,China,,Shanghai,5,20,2010,70.6
North America,Canada,,Edmonton,7,12,2010,63.4
Europe,Croatia,,Zagreb,2,1,2010,27.0
North America,US,Maine,Caribou,7,7,2010,76.8
North America,US,New Jersey,Atlantic City,1,20,2010,38.2
North America,US,Ohio,Youngstown,12,28,2010,20.4
North America,US,Wisconsin,Milwaukee,8,29,2010,76.3
Middle East,Saudi Arabia,,Dhahran,12,27,2010,58.5
Europe,Germany,,Hamburg,1,6,2010,21.3
North America,US,New York,Rochester,8,14,2010,72.7
Australia/South Pacific,New Zealand,,Auckland,5,7,2010,59.6
North America,US,Kentucky,Paducah,7,19,2010,81.4
Middle East,Turkey,,Istanbul,5,23,2010,62.6
Asia,Vietnam,,Hanoi,8,11,2010,83.8
North America,US,Kentucky,Louisville,12,11,2010,41.7
North America,US,West Virginia,Charleston,2,2,2010,31.1
Europe,Yugoslavia,,Belgrade,2,11,2010,36.2
Middle East,Turkey,,Ankara,9,23,2010,65.8
Asia,Uzbekistan,,Tashkent,11,17,2010,49.6
North America,US,Ohio,Cleveland,8,14,2010,78.5
Middle East,Turkey,,Ankara,8,7,2010,85.4
South/Central America & Carribean,Argentina,,Buenos Aires,9,14,2010,54.4
North America,US,Kentucky,Lexington,11,25,2010,57.6
North America,US,California,Los Angeles,12,3,2010,57.3
North America,US,District of Columbia,Washington,9,20,2010,73.9
North America,US,Montana,Billings,12,12,2010,28.0
North America,US,Pennsylvania,Pittsburgh,1,13,2010,23.9
South/Central America & Carribean,Panama,,Panama City,8,16,2010,79.2
North America,Mexico,,Mexico City,2,10,2010,61.0
North America,US,Ohio,Youngstown,4,20,2010,50.4
North America,US,New York,Albany,1,3,2010,11.4
North America,US,New York,Syracuse,6,27,2010,71.3
Asia,Nepal,,Katmandu,11,5,2010,71.3
North America,US,Delaware,Wilmington,4,15,2010,57.6
North America,US,New Hampshire,Concord,10,10,2010,49.0
Europe,Poland,,Warsaw,8,24,2010,71.5
Asia,China,,Beijing,7,9,2010,75.8
North America,US,Texas,San Antonio,12,5,2010,54.6
North America,US,Tennessee,Knoxville,12,12,2010,37.7
Asia,Japan,,Tokyo,5,7,2010,67.0
Australia/South Pacific,Australia,,Perth,6,23,2010,48.6
North America,US,Nebraska,North Platte,6,20,2010,69.5
North America,US,Texas,Austin,5,18,2010,74.5
North America,Mexico,,Monterrey,10,28,2010,73.2
North America,US,Vermont,Burlington,7,8,2010,84.1
South/Central America & Carribean,Bolivia,,La Paz,3,31,2010,44.9
North America,US,Indiana,Indianapolis,6,12,2010,78.4
North America,US,Indiana,Evansville,7,8,2010,85.6
Europe,Italy,,Milan,8,7,2010,70.0
North America,US,Minnesota,Minneapolis St. Paul,4,13,2010,56.8
South/Central America & Carribean,Brazil,,Brasilia,5,5,2010,71.1
Europe,Belgium,,Brussels,3,23,2010,50.4
South/Central America & Carribean,Brazil,,Rio de Janeiro,2,16,2010,89.6
North America,US,Tennessee,Nashville,11,26,2010,38.8
North America,US,Texas,Dallas Ft Worth,9,4,2010,74.6
North America,US,Texas,Waco,4,5,2010,73.0
North America,US,South Dakota,Rapid City,9,10,2010,61.1
North America,US,Missouri,Springfield,4,23,2010,66.1
North America,US,Mississippi,Jackson,8,27,2010,79.9
North America,US,Pennsylvania,Allentown,10,1,2010,64.4
Australia/South Pacific,Australia,,Canberra,5,15,2010,44.5
North America,Mexico,,Monterrey,6,15,2010,88.6
Africa,Nigeria,,Lagos,6,13,2010,81.2
Middle East,Oman,,Muscat,10,3,2010,86.8
North America,US,New Hampshire,Concord,12,30,2010,27.7
Europe,Romania,,Bucharest,2,16,2010,29.5
Europe,France,,Paris,2,16,2010,30.9
North America,US,Colorado,Denver,12,28,2010,32.3
Australia/South Pacific,Australia,,Brisbane,1,11,2010,78.3
Europe,France,,Paris,1,30,2010,32.5
North America,US,West Virginia,Charleston,11,10,2010,50.3
Middle East,Jordan,,Amman,4,24,2010,63.0
North America,US,Maine,Caribou,10,6,2010,48.6
Australia/South Pacific,New Zealand,,Auckland,11,8,2010,58.2
North America,US,Florida,West Palm Beach,1,21,2010,72.7
Europe,Germany,,Hamburg,2,17,2010,26.5
North America,US,Colorado,Pueblo,10,9,2010,57.1
North America,US,Washington,Yakima,11,3,2010,48.1
Africa,Senegal,,Dakar,7,30,2010,81.9
Australia/South Pacific,Australia,,Melbourne,1,7,2010,72.4
Europe,Greece,,Athens,1,17,2010,50.4
North America,US,Florida,Miami Beach,12,31,2010,71.1
South/Central America & Carribean,Suriname,,Paramaribo,3,31,2010,79.7
North America,US,Texas,Brownsville,1,12,2010,60.3
Asia,Tajikistan,,Dusanbe,5,5,2010,63.4
North America,US,Missouri,Springfield,1,20,2010,54.6
North America,US,Texas,San Antonio,6,30,2010,79.8
North America,US,South Dakota,Rapid City,9,1,2010,62.9
North America,US,Maine,Portland,12,24,2010,31.4
Africa,Ivory Coast,,Abidjan,3,25,2010,86.0
South/Central America & Carribean,Guyana,,Georgetown,11,29,2010,-99.0
North America,US,Michigan,Detroit,6,5,2010,71.9
North America,US,Colorado,Grand Junction,8,22,2010,77.4
North America,US,Texas,Amarillo,3,16,2010,43.0
Africa,Namibia,,Windhoek,9,19,2010,68.2
Australia/South Pacific,Australia,,Sydney,1,29,2010,61.3
North America,US,Louisiana,New Orleans,10,5,2010,66.5
Asia,India,,Chennai (Madras),6,27,2010,86.2
North America,US,Oregon,Portland,12,8,2010,41.7
North America,Mexico,,Guadalajara,4,27,2010,-99.0
North America,US,Ohio,Cincinnati,7,4,2010,79.2
North America,Canada,,Toronto,11,14,2010,47.0
North America,US,Kentucky,Lexington,9,13,2010,69.2
North America,Canada,,Halifax,1,24,2010,15.3
South/Central America & Carribean,Brazil,,Rio de Janeiro,2,28,2010,77.6
North America,US,Tennessee,Knoxville,6,29,2010,80.0
South/Central America & Carribean,Colombia,,Bogota,3,22,2010,58.1
Africa,Mozambique,,Maputo,8,4,2010,67.9
Africa,Togo,,Lome,6,14,2010,80.7
Australia/South Pacific,New Zealand,,Auckland,9,11,2010,59.0
South/Central America & Carribean,Guatemala,,Guatemala City,4,17,2010,66.0
Africa,Egypt,,Cairo,10,25,2010,72.9
Africa,Togo,,Lome,12,12,2010,82.5
Middle East,Jordan,,Amman,4,11,2010,72.5
North America,US,New Hampshire,Concord,12,23,2010,31.5
Middle East,United Arab Emirates,,Dubai,3,3,2010,71.7
North America,US,New York,Rochester,12,13,2010,25.6
North America,US,Wisconsin,Milwaukee,2,18,2010,34.7
Africa,Guinea-Bissau,,Bissau,10,11,2010,82.0
North America,US,Pennsylvania,Wilkes Barre,11,8,2010,39.0
North America,US,Alabama,Mobile,8,15,2010,81.0
North America,US,Colorado,Denver,10,17,2010,54.7
North America,US,Florida,Tallahassee,1,6,2010,31.0
North America,US,Virginia,Norfolk,5,13,2010,60.8
North America,US,Georgia,Columbus,5,27,2010,73.9
Africa,Malawi,,Lilongwe,4,6,2010,-99.0
Europe,Italy,,Milan,2,27,2010,47.5
Europe,Switzerland,,Bern,10,11,2010,48.9
North America,US,Oregon,Medford,6,10,2010,55.6
Europe,Slovakia,,Bratislava,3,4,2010,35.9
Asia,Japan,,Sapporo,5,3,2010,53.0
North America,US,Kentucky,Louisville,7,27,2010,84.0
North America,Canada,,Calgary,9,11,2010,49.5
North America,US,North Dakota,Bismarck,4,30,2010,48.7
Africa,Guinea-Bissau,,Bissau,7,6,2010,85.0
North America,US,Hawaii,Honolulu,5,8,2010,76.9
Middle East,Qatar,,Doha,5,26,2010,93.7
South/Central America & Carribean,Brazil,,Brasilia,11,8,2010,70.2
North America,US,Oklahoma,Tulsa,10,22,2010,68.4
Europe,Austria,,Vienna,11,28,2010,31.8
Africa,Benin,,Cotonou,11,21,2010,80.8
North America,US,Oregon,Medford,2,18,2010,44.5
North America,US,New York,Albany,4,3,2010,64.7
North America,US,Arkansas,Little Rock,8,19,2010,84.9
North America,Canada,,Regina,5,17,2010,65.4
North America,US,Indiana,South Bend,9,14,2010,63.0
North America,US,Texas,Brownsville,4,1,2010,72.6
North America,US,South Carolina,Columbia,7,22,2010,86.0
South/Central America & Carribean,Bahamas,,Nassau,10,7,2010,80.2
North America,US,Colorado,Grand Junction,2,4,2010,18.2
North America,US,Ohio,Youngstown,11,23,2010,56.4
Middle East,United Arab Emirates,,Dubai,10,27,2010,84.6
North America,US,New York,Buffalo,3,2,2010,31.7
North America,US,Idaho,Boise,5,16,2010,70.1
Asia,North Korea,,Pyongyang,12,22,2010,32.6
Asia,Taiwan,,Taipei,6,16,2010,82.2
South/Central America & Carribean,Suriname,,Paramaribo,2,14,2010,80.4
Europe,Ukraine,,Kiev,2,2,2010,25.2
North America,US,Michigan,Sault Ste Marie,11,17,2010,41.9
North America,Canada,,Vancouver,1,20,2010,50.2
Africa,Mozambique,,Maputo,5,1,2010,74.7
North America,US,Louisiana,Shreveport,3,28,2010,58.4
North America,US,Nevada,Reno,7,13,2010,79.5
North America,US,New York,Syracuse,8,23,2010,64.6
Europe,Croatia,,Zagreb,5,22,2010,65.0
North America,Canada,,Winnipeg,11,8,2010,43.9
South/Central America & Carribean,Venezuela,,Caracas,10,6,2010,83.4
North America,US,Montana,Great Falls,11,29,2010,18.8
North America,US,Massachusetts,Boston,10,8,2010,61.3
South/Central America & Carribean,Honduras,,Tegucigalpa,12,9,2010,65.1
North America,US,Texas,Midland Odessa,11,21,2010,64.5
North America,US,New York,Buffalo,4,29,2010,47.9
Europe,France,,Bordeaux,1,31,2010,32.5
North America,US,West Virginia,Elkins,1,31,2010,11.0
North America,US,Missouri,Kansas City,8,5,2010,79.6
Asia,South Korea,,Seoul,10,9,2010,64.6
North America,US,Ohio,Cincinnati,1,11,2010,20.5
North America,US,Texas,Lubbock,3,7,2010,54.9
North America,US,Florida,West Palm Beach,11,7,2010,59.6
South/Central America & Carribean,Guatemala,,Guatemala City,1,20,2010,65.6
North America,US,California,Sacramento,11,12,2010,48.9
Africa,Central African Republic,,Bangui,6,13,2010,82.9
North America,US,Oklahoma,Tulsa,3,17,2010,44.7
Africa,Morocco,,Rabat,12,20,2010,62.9
North America,US,Colorado,Colorado Springs,3,22,2010,47.7
North America,US,Oregon,Eugene,6,20,2010,54.2
North America,Mexico,,Mexico City,10,27,2010,65.9
North America,Canada,,Edmonton,2,18,2010,30.2
North America,US,Pennsylvania,Pittsburgh,7,27,2010,74.2
North America,US,Wisconsin,Milwaukee,10,20,2010,54.3
North America,US,Ohio,Toledo,9,22,2010,73.9
North America,US,Tennessee,Nashville,10,27,2010,63.7
North America,US,Florida,Miami Beach,1,17,2010,73.9
South/Central America & Carribean,Brazil,,Sao Paulo,12,23,2010,70.2
Africa,Sierra Leone,,Freetown,7,31,2010,-99.0
Europe,Italy,,Rome,7,30,2010,73.2
Asia,Turkmenistan,,Ashabad,8,6,2010,87.9
South/Central America & Carribean,Honduras,,Tegucigalpa,2,20,2010,70.4
South/Central America & Carribean,Bermuda,,Hamilton,2,28,2010,64.3
South/Central America & Carribean,Bolivia,,La Paz,2,18,2010,48.6
Europe,Spain,,Madrid,2,10,2010,39.7
North America,US,District of Columbia,Washington,10,1,2010,68.0
North America,US,Montana,Helena,3,6,2010,37.3
North America,US,Montana,Billings,12,19,2010,13.0
Africa,Kenya,,Nairobi,10,14,2010,-99.0
North America,US,California,Sacramento,11,1,2010,57.9
Asia,Malaysia,,Kuala Lumpur,4,25,2010,84.4
Asia,Philippines,,Manila,1,14,2010,78.4
North America,US,South Carolina,Columbia,3,3,2010,39.8
North America,US,Colorado,Colorado Springs,8,5,2010,65.2
North America,US,Indiana,South Bend,6,2,2010,71.6
Asia,China,,Chengdu,12,15,2010,36.3
North America,US,California,San Francisco,10,21,2010,64.5
North America,US,Texas,El Paso,3,2,2010,46.9
South/Central America & Carribean,Venezuela,,Caracas,7,21,2010,84.2
South/Central America & Carribean,Cuba,,Havana,11,14,2010,66.4
Asia,Turkmenistan,,Ashabad,9,2,2010,89.5
North America,US,New York,Rochester,2,21,2010,30.3
North America,US,Texas,El Paso,10,21,2010,65.5
Europe,Germany,,Hamburg,5,14,2010,50.0
North America,US,New York,Albany,4,16,2010,49.6
North America,US,Kansas,Goodland,9,26,2010,59.4
North America,US,Kentucky,Lexington,2,17,2010,26.0
North America,US,West Virginia,Charleston,12,9,2010,21.6
North America,Canada,,Vancouver,3,30,2010,44.7
Europe,United Kingdom,,Belfast,2,21,2010,35.2
Europe,Germany,,Munich,5,25,2010,67.1
North America,US,Texas,Waco,1,5,2010,30.3
North America,US,New York,Albany,5,24,2010,70.4
North America,US,North Carolina,Greensboro,8,11,2010,84.3
Middle East,Turkey,,Istanbul,7,20,2010,76.6
North America,US,Texas,San Angelo,5,17,2010,74.3
Africa,Congo,,Brazzaville,11,1,2010,73.4
North America,US,Texas,Dallas Ft Worth,10,16,2010,69.3
North America,US,Rhode Island,Rhode Island,6,25,2010,76.0
North America,Mexico,,Guadalajara,12,20,2010,-99.0
Asia,Malaysia,,Kuala Lumpur,5,23,2010,86.7
North America,US,Indiana,South Bend,11,30,2010,43.5
Middle East,United Arab Emirates,,Abu Dhabi,5,15,2010,92.7
North America,US,Washington,Seattle,1,9,2010,45.2
North America,US,New Jersey,Newark,11,20,2010,44.4
Africa,Benin,,Cotonou,9,29,2010,80.8
North America,US,Nevada,Reno,12,25,2010,35.6
North America,US,Michigan,Grand Rapids,1,31,2010,20.4
Africa,Ethiopia,,Addis Ababa,4,15,2010,-99.0
North America,US,Massachusetts,Boston,9,18,2010,60.2
Africa,Nigeria,,Niamey,2,28,2010,90.8
North America,US,South Carolina,Columbia,1,16,2010,41.8
Asia,China,,Shanghai,1,23,2010,38.0
North America,US,Illinois,Rockford,1,25,2010,29.9
Asia,Japan,,Osaka,5,21,2010,74.8
Europe,Croatia,,Zagreb,10,24,2010,53.9
North America,US,Wisconsin,Green Bay,7,30,2010,70.3
Asia,China,,Chengdu,9,4,2010,71.1
Europe,Yugoslavia,,Belgrade,2,3,2010,33.4
Africa,Central African Republic,,Bangui,3,13,2010,76.8
Europe,United Kingdom,,London,10,31,2010,52.0
North America,US,South Dakota,Sioux Falls,11,15,2010,34.6
North America,US,Minnesota,Duluth,12,13,2010,-5.7
North America,US,Illinois,Springfield,5,11,2010,58.0
North America,US,Indiana,Evansville,1,28,2010,31.3
Europe,France,,Paris,3,6,2010,37.4
North America,US,California,Fresno,1,3,2010,47.9
Middle East,Kuwait,,Kuwait,1,24,2010,63.7
South/Central America & Carribean,Nicaragua,,Managua,11,11,2010,79.3
North America,US,Wisconsin,Green Bay,5,30,2010,71.0
North America,US,Louisiana,New Orleans,7,3,2010,82.9
North America,US,Additional Territories,San Juan Puerto Rico,9,27,2010,80.0
Asia,Uzbekistan,,Tashkent,11,27,2010,46.8
North America,US,California,Los Angeles,1,21,2010,52.4
Europe,Austria,,Vienna,9,24,2010,62.7
South/Central America & Carribean,Uruguay,,Montvideo,11,19,2010,66.6
South/Central America & Carribean,Bolivia,,La Paz,12,18,2010,52.2
North America,US,Kentucky,Louisville,5,27,2010,74.7
North America,US,Louisiana,Baton Rouge,11,3,2010,66.5
North America,US,California,San Francisco,8,7,2010,59.6
North America,US,New York,Albany,11,10,2010,43.4
Africa,Nigeria,,Niamey,6,9,2010,88.2
Europe,Hungary,,Budapest,8,30,2010,55.2
Europe,United Kingdom,,London,11,15,2010,37.6
Europe,Switzerland,,Bern,4,15,2010,45.5
Asia,Myanmar (Burma),,Rangoon,3,26,2010,87.7
North America,US,Idaho,Pocatello,11,24,2010,9.4
North America,US,Oregon,Salem,1,18,2010,49.4
Asia,Laos,,Vientiane,3,18,2010,81.0
North America,US,Wisconsin,Green Bay,11,13,2010,43.2
North America,US,Kentucky,Paducah,11,26,2010,33.7
Asia,Sri Lanka,,Colombo,6,11,2010,80.8
Europe,Italy,,Milan,1,11,2010,31.1
North America,US,Texas,Midland Odessa,2,24,2010,35.8
North America,Canada,,Ottawa,4,13,2010,46.2
North America,Canada,,Edmonton,5,30,2010,36.3
Middle East,Lebanon,,Beirut,11,7,2010,71.3
Middle East,Saudi Arabia,,Riyadh,12,12,2010,67.0
Asia,Kazakhstan,,Almaty,6,4,2010,65.1
Asia,India,,Calcutta,11,27,2010,78.7
North America,US,West Virginia,Elkins,6,10,2010,70.5
North America,US,Oregon,Medford,7,31,2010,73.1
Asia,Laos,,Vientiane,6,22,2010,80.9
North America,US,Oregon,Eugene,9,12,2010,60.0
Middle East,Saudi Arabia,,Riyadh,4,26,2010,81.4
North America,US,Wisconsin,Madison,8,12,2010,79.7
Asia,Bangladesh,,Dhaka,1,9,2010,67.1
Europe,Hungary,,Budapest,6,4,2010,61.5
North America,US,Florida,Tallahassee,2,14,2010,39.8
North America,Canada,,Winnipeg,6,20,2010,66.6
North America,US,Ohio,Toledo,5,8,2010,51.3
North America,US,Mississippi,Tupelo,7,15,2010,84.6
Europe,Czech Republic,,Prague,3,16,2010,34.5
North America,US,Pennsylvania,Pittsburgh,11,4,2010,44.6
North America,US,California,Fresno,1,25,2010,47.9
Africa,Zambia,,Lusaka,10,26,2010,78.3
Europe,Iceland,,Reykjavik,12,2,2010,31.6
South/Central America & Carribean,Venezuela,,Caracas,3,9,2010,84.2
North America,US,New York,Rochester,11,23,2010,55.2
Europe,United Kingdom,,Belfast,2,19,2010,36.8
Middle East,Syria,,Damascus,6,28,2010,76.6
North America,Mexico,,Mexico City,11,9,2010,53.1
North America,Canada,,Montreal,2,10,2010,24.3
Africa,Uganda,,Kampala,1,1,2010,71.3
North America,US,Utah,Salt Lake City,4,19,2010,61.1
